fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.4,0.57,0.14,3.9,0.07,27,66,0.995,3.63,0.7,11.3,6
7.2,0.64,0.21,2.2,0.082,11,41,0.9966,3.29,0.75,11.5,6
7.2,0.645,0.21,2.2,0.083,12,44,0.9966,3.29,0.75,11.5,6
6.6,0.63,0.18,1.2,0.062,17,32,0.994,3.32,0.8,11.9,6
7.8,0.57,0.31,1.7,0.069,28,99,0.9963,3.31,0.67,11.5,6
6.3,0.6,0.25,1.4,0.057,20,65,0.9939,3.56,0.78,10.8,7
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,5
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.5,10.5,6
6.9,0.58,0.2,2.1,0.08,34,54,0.9972,3.45,0.63,9.7,5
6.9,0.48,0.2,1.9,0.082,9,23,0.9955,3.38,0.64,10.5,5
7.3,0.58,0.22,2.2,0.07,13,32,0.9969,3.32,0.6,9.9,6
6.7,0.63,0.19,2.8,0.081,17,41,0.9958,3.35,0.6,10.4,6
7.3,0.57,0.22,2.2,0.077,21,42,0.9959,3.35,0.62,10.5,6
6.5,0.6,0.0,2.2,0.095,48,59,0.9954,3.56,0.51,10.9,6
6.2,0.52,0.08,4.4,0.071,11,32,0.9968,3.52,0.6,11.6,7
7.6,0.53,0.13,2.5,0.1,12,53,0.9972,3.19,0.7,10.6,6
6.5,0.54,0.27,7.5,0.097,24,77,0.9978,3.24,0.57,10,5
7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6
8.9,0.27,0.34,2,0.096,23,95,0.9982,3.1,0.58,9.8,6
8.9,0.3,0.32,2,0.093,18,111,0.9986,3.1,0.53,9.8,6
7.8,0.59,0.26,2,0.081,12,45,0.9968,3.29,0.58,9.5,6
8.5,0.59,0.18,2.1,0.078,10,24,0.9968,3.34,0.72,10.5,7
7.3,0.48,0.32,2.1,0.062,31,54,0.9972,3.3,0.65,10.8,6
7.2,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,7
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,5
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,4
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,5
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,7
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5
7.3,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6
6.9,0.32,0.29,2.5,0.093,31,137,0.9966,3.35,0.67,10.5,6
7.4,0.25,0.27,2.2,0.077,19,64,0.9967,3.22,0.79,9.8,5
6.6,0.42,0.19,2.8,0.088,24,113,0.9973,3.34,0.64,9.5,5
7.8,0.33,0.3,1.9,0.057,7,38,0.9941,3.26,0.67,10.3,6
6.3,0.3,0.29,1.6,0.081,14,101,0.99592,3.45,0.54,9.2,5
6.5,0.32,0.26,2.3,0.069,39,175,0.99546,3.31,0.64,9.7,5
7.2,0.39,0.34,1.8,0.071,18,38,0.99568,3.4,0.76,10.8,6
6.8,0.28,0.27,2.2,0.04,22,93,0.9934,3.13,0.56,11.2,7
5.9,0.32,0.31,2.4,0.027,4,29,0.99476,3.24,0.68,10.1,6
7.3,0.3,0.2,1.7,0.045,5,35,0.9934,3.08,0.47,11.5,6
6.7,0.31,0.41,2.1,0.072,26,132,0.99568,3.31,0.56,9.8,5
6.4,0.34,0.28,2.5,0.042,33,99,0.9905,3.18,0.78,11.5,6
7.9,0.22,0.49,2.5,0.049,13,77,0.9952,3.12,0.37,10.2,5
6.2,0.27,0.25,1.9,0.049,24,91,0.9929,3.3,0.6,10.9,6
7.5,0.36,0.47,2.6,0.073,13,85,0.99582,3.42,0.71,10.5,6
6.3,0.29,0.22,1.8,0.046,9,56,0.9928,3.12,0.61,10.1,5
6.9,0.25,0.26,2.3,0.084,18,167,0.9969,3.19,0.55,9.3,5
7.8,0.23,0.37,1.9,0.053,11,98,0.9932,3.28,0.47,10.7,6
6.6,0.2,0.38,2.6,0.052,17,77,0.9934,3.22,0.55,9.5,5
7.4,0.32,0.26,1.9,0.076,34,114,0.9973,3.13,0.53,9.4,5
7.4,0.3,0.29,1.6,0.08,17,24,0.9941,3.3,0.56,9.5,5
6.8,0.32,0.21,2.3,0.075,34,89,0.9961,3.4,0.68,10.2,6
7.2,0.25,0.27,2.1,0.057,16,83,0.9953,3.21,0.49,9.8,5
6.5,0.38,0.28,2.3,0.051,23,75,0.9951,3.31,0.58,10.1,6
7.1,0.26,0.24,2.1,0.045,30,97,0.9956,3.11,0.56,9.6,5
6.4,0.29,0.27,2.5,0.052,19,77,0.9948,3.28,0.5,9.4,5
7.3,0.31,0.23,2.2,0.074,7,28,0.9958,3.43,0.6,10.3,6
6.9,0.24,0.33,3.3,0.053,14,57,0.9962,3.45,0.55,9.5,5
7,0.25,0.3,2.4,0.072,12,87,0.9956,3.23,0.63,9.7,5
6.7,0.32,0.3,2.2,0.051,21,78,0.9945,3.39,0.54,9.8,5
6.2,0.34,0.26,2.2,0.052,20,95,0.9949,3.25,0.56,9.6,5
7.1,0.27,0.29,2.2,0.048,15,62,0.9948,3.32,0.55,9.7,5
6.6,0.33,0.28,2.3,0.047,18,85,0.9952,3.19,0.52,9.4,5
6.5,0.28,0.34,2.2,0.051,12,76,0.9954,3.24,0.55,9.7,5
7.4,0.3,0.29,1.6,0.08,17,24,0.9941,3.3,0.56,9.5,5
6.8,0.32,0.21,2.3,0.075,34,89,0.9961,3.4,0.68,10.2,6
7.2,0.25,0.27,2.1,0.057,16,83,0.9953,3.21,0.49,9.8,5
6.5,0.38,0.28,2.3,0.051,23,75,0.9951,3.31,0.58,10.1,6
7.1,0.26,0.24,2.1,0.045,30,97,0.9956,3.11,0.56,9.6,5
6.4,0.29,0.27,2.5,0.052,19,77,0.9948,3.28,0.5,9.4,5
6.8,0.32,0.28,2,0.047,34,114,0.9946,3.4,0.68,10.2,6
6.4,0.17,0.27,5.2,0.034,28,160,0.9954,3.25,0.5,9.8,5
7.3,0.38,0.21,2,0.08,24,94,0.9972,3.33,0.62,9.8,5
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.03,0.48,9.4,6
7.6,0.41,0.4,2.7,0.043,13,79,0.9922,3.03,0.29,10.5,5
6.6,0.23,0.24,1.6,0.069,23,141,0.9936,3.43,0.58,10.5,5
6.8,0.48,0.3,3,0.081,12,77,0.9964,3.28,0.61,10.6,6
6.7,0.42,0.32,2.9,0.038,29,151,0.9927,3.39,0.46,11.7,7
7,0.36,0.35,2.5,0.048,38,149,0.9892,3.14,0.34,12.5,5
6.9,0.25,0.29,5,0.058,35,155,0.9957,3.17,0.54,9.7,6
7.8,0.3,0.3,2,0.048,42,131,0.9934,3.23,0.55,11.1,5
7.8,0.21,0.27,1.2,0.051,47,176,0.992,3.15,0.58,11.3,6
7.4,0.36,0.33,2.3,0.057,10,46,0.9974,3.3,0.79,9.8,5
6.5,0.28,0.34,2.7,0.047,19,78,0.9923,3.3,0.72,10.5,7
6.6,0.33,0.27,1.3,0.043,30,140,0.9928,3.21,0.51,11.4,6
7.1,0.28,0.27,2.5,0.057,28,136,0.9935,3.09,0.57,10.4,5
7.8,0.21,0.27,1.2,0.051,47,176,0.992,3.15,0.58,11.3,6
7.4,0.36,0.33,2.3,0.057,10,46,0.9974,3.3,0.79,9.8,5
6.5,0.28,0.34,2.7,0.047,19,78,0.9923,3.3,0.72,10.5,7
6.6,0.33,0.27,1.3,0.043,30,140,0.9928,3.21,0.51,11.4,6
6.6,0.34,0.2,14.9,0.053,29,151,0.9979,3.22,0.45,8.8,5
7.4,0.18,0.29,2.5,0.048,19,98,0.991,3.2,0.76,12.5,6
6.9,0.29,0.25,2,0.036,7,23,0.9929,3.21,0.47,11.3,6
6.9,0.27,0.29,2,0.041,12,30,0.993,3.23,0.42,11.5,5
6.3,0.26,0.21,2.1,0.047,14,47,0.9935,3.32,0.51,10.5,6
6.5,0.24,0.32,1.7,0.048,26,143,0.9923,3.24,0.5,10.8,6
7.6,0.21,0.26,7.6,0.054,27,90,0.9962,3.16,0.46,10,5
7.3,0.34,0.3,2.2,0.047,37,168,0.9938,3.19,0.6,10.2,6
6.7,0.16,0.28,2.4,0.041,21,106,0.992,3.18,0.44,11.4,6
6.7,0.25,0.13,3.4,0.061,20,85,0.9959,3.28,0.54,10.1,5
7.1,0.33,0.64,14.5,0.096,52,245,0.997,3.16,0.47,9.2,5
7.5,0.31,0.4,2.4,0.065,34,97,0.9951,3.38,0.66,10.5,7
6.3,0.2,0.4,1.5,0.037,25,96,0.9898,3.06,0.44,12.2,6
6.9,0.24,0.35,1,0.052,7,60,0.9914,3.19,0.42,11.8,5
7,0.15,0.28,12.8,0.042,15,143,0.9969,3.2,0.39,9.4,6
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,0.73,10.6,6
6.8,0.31,0.11,1.8,0.064,23,73,0.9951,3.17,0.42,9.7,6
7.4,0.37,0.26,2.1,0.05,33,104,0.994,3.28,0.54,9.5,5
6.8,0.24,0.4,1.9,0.038,15,94,0.9917,3.32,0.58,12.4,6
7.2,0.21,0.28,2.7,0.033,38,83,0.9904,3.09,0.59,12.8,6
7.4,0.27,0.24,11.4,0.034,29,126,0.9951,2.96,0.39,9.2,6
7.5,0.23,0.36,5.7,0.039,21,155,0.9947,3.1,0.41,10.1,5
7,0.34,0.26,2.5,0.068,32,126,0.993,3.2,0.58,10.5,6
7.1,0.18,0.49,5.5,0.048,13,95,0.9954,3.29,0.41,9.4,5
6.8,0.29,0.56,1.9,0.109,7,20,0.9956,3.32,0.48,9.5,5
6.6,0.39,0.39,6.4,0.045,14,85,0.9962,3.28,0.54,10.2,5
6.5,0.16,0.36,1.8,0.034,31,127,0.9929,3.33,0.42,11.4,7
7.2,0.21,0.34,1.1,0.045,10,105,0.9919,3.2,0.53,11.6,6
6.7,0.32,0.26,7.8,0.043,37,155,0.9951,3.2,0.47,9.7,5
7.6,0.34,0.23,1.6,0.043,31,111,0.991,3.05,0.44,12.3,6
7.6,0.37,0.2,9.1,0.036,27,82,0.9964,3.21,0.38,10,6
7,0.24,0.42,14.1,0.045,45,229,0.9986,3.11,0.55,8.7,5
6.8,0.26,0.26,2,0.016,49,126,0.9914,3.19,0.37,12.7,6
7.2,0.21,0.34,1.1,0.045,10,105,0.9919,3.2,0.53,11.6,6
7.2,0.19,0.31,1.6,0.062,13,91,0.9936,3.13,0.41,10.1,5
7.4,0.2,0.48,1.8,0.062,9,94,0.9937,3.23,0.56,10.7,5
7.6,0.21,0.26,7.6,0.054,27,90,0.9962,3.16,0.46,10,5
7.3,0.34,0.3,2.2,0.047,37,168,0.9938,3.19,0.6,10.2,6
6.7,0.16,0.28,2.4,0.041,21,106,0.992,3.18,0.44,11.4,6
6.7,0.25,0.13,3.4,0.061,20,85,0.9959,3.28,0.54,10.1,5
7.1,0.33,0.64,14.5,0.096,52,245,0.997,3.16,0.47,9.2,5
7.5,0.31,0.4,2.4,0.065,34,97,0.9951,3.38,0.66,10.5,7
6.3,0.2,0.4,1.5,0.037,25,96,0.9898,3.06,0.44,12.2,6
6.9,0.24,0.35,1,0.052,7,60,0.9914,3.19,0.42,11.8,5
7,0.15,0.28,12.8,0.042,15,143,0.9969,3.2,0.39,9.4,6
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,0.73,10.6,6
6.8,0.31,0.11,1.8,0.064,23,73,0.9951,3.17,0.42,9.7,6
7.4,0.37,0.26,2.1,0.05,33,104,0.994,3.28,0.54,9.5,5
6.7,0.2,0.3,14.6,0.067,29,149,0.9976,3.05,0.54,9.7,5
7.4,0.2,0.29,2.5,0.048,19,98,0.991,3.2,0.76,12.5,6
6.9,0.29,0.25,2,0.036,7,23,0.9929,3.21,0.47,11.3,6
6.9,0.27,0.29,2,0.041,12,30,0.993,3.23,0.42,11.5,5
6.3,0.26,0.21,2.1,0.047,14,47,0.9935,3.32,0.51,10.5,6
6.5,0.24,0.32,1.7,0.048,26,143,0.9923,3.24,0.5,10.8,6
7.6,0.21,0.26,7.6,0.054,27,90,0.9962,3.16,0.46,10,5
7.3,0.34,0.3,2.2,0.047,37,168,0.9938,3.19,0.6,10.2,6
6.7,0.16,0.28,2.4,0.041,21,106,0.992,3.18,0.44,11.4,6
6.7,0.25,0.13,3.4,0.061,20,85,0.9959,3.28,0.54,10.1,5
7.1,0.33,0.64,14.5,0.096,52,245,0.997,3.16,0.47,9.2,5
7.5,0.31,0.4,2.4,0.065,34,97,0.9951,3.38,0.66,10.5,7
7.5,0.23,0.36,5.7,0.039,21,155,0.9947,3.1,0.41,10.1,5
7,0.34,0.26,2.5,0.068,32,126,0.993,3.2,0.58,10.5,6
7.1,0.18,0.49,5.5,0.048,13,95,0.9954,3.29,0.41,9.4,5
6.8,0.29,0.56,1.9,0.109,7,20,0.9956,3.32,0.48,9.5,5
6.6,0.39,0.39,6.4,0.045,14,85,0.9962,3.28,0.54,10.2,5
